Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
16B1196,430765,433452,1,11-Jun-14,1545,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,70,Bus or coach (17 or more passenger seats)
16B1202,427720,439342,1,11-Jun-14,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car
16C0061,429063,433670,1,12-Jun-14,40,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,22,Car
16C0061,429063,433670,1,12-Jun-14,40,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,19,Car
16C0288,431269,429670,2,12-Jun-14,827,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Pedal cycle
16C0290,431045,440414,2,12-Jun-14,810,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,28,Car
16C0292,429931,438743,3,12-Jun-14,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,8,Car
16C0292,429931,438743,3,12-Jun-14,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Car
16C0313,426825,430483,3,12-Jun-14,830,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Pedal cycle
16C0886,429911,428090,1,12-Jun-14,1420,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Motorcycle over 50cc and up to 125cc
16C1254,427052,427035,2,12-Jun-14,1710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,59,Car
16C1254,427052,427035,2,12-Jun-14,1710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,40,Car
16C1254,427052,427035,2,12-Jun-14,1710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,7,Car
16C1483,442119,443396,1,12-Jun-14,1910,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
16C1619,432967,436852,2,12-Jun-14,2020,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Pedal cycle
16C1892,427512,435835,1,12-Jun-14,2300,B,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,23,Bus or coach (17 or more passenger seats)
16D0606,422114,438652,2,13-Jun-14,755,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Pedal cycle
16D0892,421911,441422,2,13-Jun-14,1412,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
16D1106,428655,425382,1,13-Jun-14,1620,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,15,Car
16D1188,433772,433538,1,13-Jun-14,1625,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,4,Motorcycle over 50cc and up to 125cc
16D1188,433772,433538,1,13-Jun-14,1625,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16,Motorcycle over 50cc and up to 125cc
16E0873,422170,441858,2,14-Jun-14,1345,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,17,Car
16E0873,422170,441858,2,14-Jun-14,1345,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,69,Car
16E1080,431886,435596,2,14-Jun-14,1523,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car
16E1305,422001,436537,2,14-Jun-14,1730,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Other Vehicle 
16E1528,430877,429790,1,14-Jun-14,1935,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Fatal,Female,1,Car
16F0166,430795,438601,2,15-Jun-14,130,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,19,Pedal cycle
16F0824,426281,432009,2,15-Jun-14,1151,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
16F0824,426281,432009,2,15-Jun-14,1151,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Car
16F0824,426281,432009,2,15-Jun-14,1151,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Car
16F1155,440385,433270,2,15-Jun-14,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,10,Car
16F1312,425103,434043,2,15-Jun-14,1656,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,28,Other Vehicle 
16F1312,425103,434043,2,15-Jun-14,1656,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2,Other Vehicle 
16F1497,437306,443650,3,15-Jun-14,1831,C,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,Car
16F1497,437306,443650,3,15-Jun-14,1831,C,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,56,Car
16F1497,437306,443650,3,15-Jun-14,1831,C,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28,Car
16F1497,437306,443650,3,15-Jun-14,1831,C,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car
16F1497,437306,443650,3,15-Jun-14,1831,C,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
16F1497,437306,443650,3,15-Jun-14,1831,C,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Car
16F1497,437306,443650,3,15-Jun-14,1831,C,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Car
16G0061,438501,436386,1,16-Jun-14,105,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,23,Car
16G0061,438501,436386,1,16-Jun-14,105,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,30,Car
16G1167,421306,435630,2,16-Jun-14,1643,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,42,Other Vehicle 
16G1296,429739,425638,2,22-Jun-14,815,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Pedal cycle
16G1305,424676,434985,2,16-Jun-14,1743,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,8,Pedal cycle
16G1460,425189,426029,2,16-Jun-14,1905,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Pedal cycle
16H0305,434902,435104,1,17-Jun-14,850,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,8,Car
16H0305,434902,435104,1,17-Jun-14,850,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,5,Car
16H1029,421715,440990,2,17-Jun-14,1535,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,49,Pedal cycle
16H1573,426862,441321,2,17-Jun-14,1915,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Pedal cycle
16H1777,420095,433546,2,17-Jun-14,1920,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Car
16I0100,414746,442831,2,18-Jun-14,201,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,38,Car
16I0229,428779,433291,2,18-Jun-14,710,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Pedal cycle
16I0543,431870,435014,2,18-Jun-14,1120,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,30,Car
16I0598,432306,434548,3,18-Jun-14,1140,Unclassified,Wet / Damp,Daylight: street lights present,Unknown,Driver,Slight,Male,26,Car
16I1036,429667,434906,2,18-Jun-14,1545,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Pedal cycle
16I1500,429918,427974,2,18-Jun-14,1850,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Motorcycle over 500cc
16I1507,429893,436615,1,06-Jun-14,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13,Car
16I1528,430556,431179,1,18-Jun-14,2000,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,23,Car
16I1528,430556,431179,1,18-Jun-14,2000,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
16J0341,443470,438447,4,19-Jun-14,830,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41,Car
16J0341,443470,438447,4,19-Jun-14,830,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
16J0383,428199,435292,2,19-Jun-14,900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Pedal cycle
16J0483,431171,433649,2,19-Jun-14,1015,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Pedal cycle
16J0597,424347,438785,2,19-Jun-14,1120,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,59,Car
16J0597,424347,438785,2,19-Jun-14,1120,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,23,Car
16J0926,428506,431667,2,19-Jun-14,1425,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car
16J0926,428506,431667,2,19-Jun-14,1425,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,22,Car
16J1117,431639,437404,2,19-Jun-14,1559,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,15,Pedal cycle
16J1356,430854,435446,2,19-Jun-14,1735,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Pedal cycle
16J1367,427833,430807,2,19-Jun-14,1740,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Pedal cycle
16J1648,421742,440783,2,19-Jun-14,2000,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Motorcycle over 50cc and up to 125cc
16K0365,423844,434273,2,20-Jun-14,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38,Car
16K0365,423844,434273,2,20-Jun-14,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,4,Car
16K0365,423844,434273,2,20-Jun-14,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,64,Car
16K1126,426590,428707,2,20-Jun-14,1540,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16,M/cycle 50cc and under
16K1381,431343,435059,2,20-Jun-14,1735,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,60,Pedal cycle
16K1402,439322,432428,2,20-Jun-14,1735,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Pedal cycle
16K1653,429804,433477,1,20-Jun-14,1730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,54,Taxi/Private hire car
16K1970,423622,435523,1,20-Jun-14,2210,Unclassified,Wet / Damp,Darkness: street lights present but unlit,Fine without high winds,Driver,Serious,Male,29,Motorcycle over 50cc and up to 125cc
16L0376,431447,431585,2,21-Jun-14,640,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,56,Car
16L0376,431447,431585,2,21-Jun-14,640,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,37,Car
16L0376,431447,431585,2,21-Jun-14,640,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,44,Car
16L0376,431447,431585,2,21-Jun-14,640,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Car
16L0776,426101,428271,1,21-Jun-14,1235,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Mobility Scooter
16L1103,428775,433800,1,21-Jun-14,1534,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
16L1103,428775,433800,1,21-Jun-14,1534,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Car
16L1202,444964,432021,1,21-Jun-14,2050,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
16L1202,444964,432021,1,21-Jun-14,2050,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26,Car
16L1760,434344,428716,3,21-Jun-14,2106,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,25,Car
16M0522,421464,442068,1,22-Jun-14,926,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,46,Motorcycle over 125cc and up to 500cc
16M0684,428920,444175,1,22-Jun-14,1120,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,48,Pedal cycle
16N0335,422945,443102,2,23-Jun-14,850,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29,Car
16N0335,422945,443102,2,23-Jun-14,850,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50,Car
16N0538,425641,434241,2,23-Jun-14,1045,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32,Car
16N1001,426453,431721,2,23-Jun-14,1500,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Car
16N1103,433032,436091,1,23-Jun-14,1555,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,79,Car
16N1435,422711,433540,2,23-Jun-14,1829,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
16O0806,430403,433667,1,24-Jun-14,1315,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,20,Car
16O0983,420642,434367,1,24-Jun-14,1452,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,13,Car
16O1003,430743,438149,1,24-Jun-14,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,17,Goods vehicle 3.5 tonnes mgw and under
16O1348,428198,435026,2,24-Jun-14,1755,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Car
16O1406,427742,436438,2,24-Jun-14,1827,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Pedal cycle
16O1544,429107,436250,2,24-Jun-14,1544,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car
16P0315,431068,430340,2,24-Jun-14,1810,Unclassified,Wet / Damp,Daylight: street lights present,Unknown,Driver,Serious,Male,37,Pedal cycle
16P0639,428139,431163,3,25-Jun-14,1230,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Car
16P0639,428139,431163,3,25-Jun-14,1230,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,48,Car
16P0761,425538,434165,1,25-Jun-14,1210,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,90,Bus or coach (17 or more passenger seats)
16P1262,443311,436325,2,25-Jun-14,1710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Pedal cycle
16P1547,431960,430731,2,25-Jun-14,1735,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Pedal cycle
16P1567,430032,433375,1,25-Jun-14,1800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,22,Bus or coach (17 or more passenger seats)
16P1888,435730,436943,2,25-Jun-14,2245,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,15,Car
16Q0306,424406,427816,2,26-Jun-14,835,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,Car
16Q0336,427718,434713,2,23-Jun-14,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31,Motorcycle over 50cc and up to 125cc
16Q0597,426523,433392,1,26-Jun-14,1140,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,81,Goods vehicle 3.5 tonnes mgw and under
16Q0630,422954,438036,1,26-Jun-14,1206,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,62,Car
16Q0922,422047,434278,2,26-Jun-14,1415,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,72,Bus or coach (17 or more passenger seats)
